,Time,Time (s),Head Temp [°F],RPM [rpm],GPS_Speed [mph],Prop Slip [% Slip]
18842,,376840,308277,6400885,15888,83312
18843,,376860,308106,5991691,15913,82183
18844,,376880,308060,5585791,15938,80755
18845,,376900,308014,5179891,15963,79326
18846,,376920,308054,5833838,15979,81053
18847,,376940,308122,6841067,15991,83830
18848,,376960,308163,7694327,16003,86072
18849,,376980,308123,8085680,16016,86705
18850,,377000,308083,8477032,16028,87338
18851,,377020,307960,7792769,16041,85847
18852,,377040,307810,6749967,16053,83648
18853,,377060,307617,5950821,16066,81943
18854,,377080,307296,5882641,16078,81717
18855,,377100,306974,5814460,16090,81491
18856,,377120,306889,6192788,16056,82501
18857,,377140,306882,6719953,16007,83923
18858,,377160,306931,7223760,15957,85198
18859,,377180,307151,7657492,15907,86033
18860,,377200,307371,8091224,15857,86868
18861,,377220,307523,8345405,15817,87315
18862,,377240,307653,8539737,15780,87632
18863,,377260,307697,8683825,15742,87876
18864,,377280,307484,8677183,15705,87895
18865,,377300,307271,8670540,15668,87915
18866,,377320,307069,8574103,15677,87768
18867,,377340,306872,8447731,15702,87565
18868,,377360,306686,8285227,15727,87296
18869,,377380,306534,8014315,15752,86830
18870,,377400,306382,7743404,15777,86365
18871,,377420,306066,7373228,15829,85577
18872,,377440,305696,6969962,15892,84683
18873,,377460,305406,6568427,15954,83715
18874,,377480,305359,6172079,16016,82526
18875,,377500,305312,5775730,16078,81337
18876,,377520,305239,5463662,16103,80214
18877,,377540,305156,5179685,16115,79113
18878,,377560,305105,4936332,16128,78141
18879,,377580,305149,4814848,16140,77558
18880,,377600,305192,4693363,16153,76974
18881,,377620,305244,4781117,16147,77378
18882,,377640,305301,4949866,16135,78163
18883,,377660,305301,5165750,16122,79076
18884,,377680,305071,5570167,16110,80497
18885,,377700,304840,5974585,16097,81917
18886,,377720,304793,6437220,16076,83183
18887,,377740,304825,6924805,16051,84383
18888,,377760,304884,7345670,16026,85405
18889,,377780,305054,7499653,16002,85720
18890,,377800,305223,7653636,15977,86035
18891,,377820,305158,7524449,15961,85794
18892,,377840,304992,7273904,15948,85314
18893,,377860,304766,6987952,15936,84719
18894,,377880,304299,6560368,15923,83659
18895,,377900,303832,6132784,15911,82600
18896,,377920,303533,5723876,15898,81300
18897,,377940,303306,5322972,15886,79896
18898,,377960,303093,5210303,15874,79357
18899,,377980,302937,6250580,15861,82272
18900,,378000,302780,7290856,15849,85187
18901,,378020,302690,7710343,15819,86271
18902,,378040,302629,7863777,15782,86570
18903,,378060,302661,8011118,15744,86854
18904,,378080,303063,8134084,15707,87080
18905,,378100,303465,8257052,15670,87306
18906,,378120,303735,7895721,15641,86659
18907,,378140,303948,7326835,15616,85637
18908,,378160,304058,6809332,15591,84671
18909,,378180,303760,6497359,15567,83920
18910,,378200,303461,6185385,15542,83170
18911,,378220,303312,6346450,15517,83582
18912,,378240,303227,6710245,15492,84492
18913,,378260,303185,7089981,15467,85386
18914,,378280,303313,7533485,15442,86215
18915,,378300,303442,7976989,15417,87043
18916,,378320,303287,7885972,15427,86887
18917,,378340,303012,7565874,15452,86307
18918,,378360,302809,7236971,15477,85678
18919,,378380,302895,6872846,15502,84846
18920,,378400,302981,6508722,15527,84015
18921,,378420,303202,6349376,15586,83578
18922,,378440,303481,6277792,15661,83311
18923,,378460,303690,6292943,15736,83256
18924,,378480,303625,6655036,15810,84045
18925,,378500,303559,7017129,15885,84833
18926,,378520,303522,7304635,15942,85384
18927,,378540,303499,7560176,15992,85833
18928,,378560,303540,7702224,16041,86059
18929,,378580,303839,7390306,16091,85394
18930,,378600,304137,7078388,16141,84730
18931,,378620,303957,6671400,16130,83734
18932,,378640,303571,6223670,16092,82596
18933,,378660,303221,5801806,16055,81465
18934,,378680,303014,5483410,16018,80364
18935,,378700,302807,5165014,15980,79263
18936,,378720,302742,5768677,15952,80894
18937,,378740,302737,6767507,15927,83697
18938,,378760,302658,7412445,15902,85562
18939,,378780,302283,6641817,15877,83670
18940,,378800,301908,5871189,15852,81778
18941,,378820,301809,5560879,15828,80955
18942,,378840,301829,5447849,15803,80590
18943,,378860,301865,5449397,15778,80581
18944,,378880,301964,5909259,15753,81999
18945,,378900,302062,6369122,15728,83417
18946,,378920,302066,6822145,15729,84502
18947,,378940,302028,7272236,15742,85444
18948,,378960,301998,7650479,15754,86227
18949,,378980,301998,7741332,15767,86376
18950,,379000,301998,7832185,15779,86525
18951,,379020,301852,7647092,15778,86172
18952,,379040,301644,7343738,15772,85604
18953,,379060,301406,7012716,15766,84932
18954,,379080,301046,6571023,15760,83846
18955,,379100,300686,6129332,15754,82759
18956,,379120,300545,5718842,15747,81463
18957,,379140,300498,5321726,15741,80077
18958,,379160,300465,5200614,15735,79523
18959,,379180,300488,6183524,15729,82300
18960,,379200,300512,7166435,15723,85076
18961,,379220,300419,7115771,15712,85136
18962,,379240,300277,6622148,15700,84032
18963,,379260,300200,6197001,15687,83065
18964,,379280,300385,6045763,15675,82644
18965,,379300,300569,5894525,15662,82222
18966,,379320,300757,6235461,15667,83045
18967,,379340,300947,6787330,15680,84400
18968,,379360,301077,7314659,15692,85632
18969,,379380,300973,7743835,15705,86373
18970,,379400,300868,8173011,15717,87113
18971,,379420,300820,8271483,15738,87274
18972,,379440,300796,8228226,15763,87187
18973,,379460,300744,8106972,15788,86956
18974,,379480,300573,7673733,15813,86147
18975,,379500,300402,7240495,15838,85339
18976,,379520,300136,6789926,15836,84305
18977,,379540,299827,6331930,15824,83175
18978,,379560,299558,5940116,15811,82194
18979,,379580,299445,5813032,15799,81810
18980,,379600,299332,5685948,15787,81426
18981,,379620,299518,6136616,15757,82570
18982,,379640,299830,6834892,15719,84368
18983,,379660,300074,7353800,15682,85733
18984,,379680,300040,7155242,15645,85361
18985,,379700,300006,6956683,15608,84988
18986,,379720,299864,6562992,15562,84031
18987,,379740,299676,6085672,15512,82824
18988,,379760,299514,5789993,15462,82099
18989,,379780,299461,6220870,15412,83300
18990,,379800,299408,6651748,15363,84502
18991,,379820,299293,7090234,15339,85464
18992,,379840,299151,7531981,15327,86322
18993,,379860,299032,7886773,15314,87013
18994,,379880,299009,7893745,15302,87035
18995,,379900,298985,7900716,15289,87057
18996,,379920,299115,7620484,15312,86509
18997,,379940,299310,7217164,15349,85716
18998,,379960,299457,6813965,15386,84869
18999,,379980,299414,6411249,15424,83806
19000,,380000,299370,6008533,15461,82744
19001,,380020,299315,5660768,15468,81645
19002,,380040,299253,5336553,15462,80531
19003,,380060,299212,5162687,15455,79924
19004,,380080,299250,5590216,15449,81347
19005,,380100,299287,6017745,15443,82770
19006,,380120,299445,5976962,15437,82690
19007,,380140,299654,5735476,15431,81965
19008,,380160,299852,5546305,15424,81401
19009,,380180,300003,5566396,15418,81475
19010,,380200,300153,5586488,15412,81549
19011,,380220,300125,6010756,15414,82655
19012,,380240,300020,6608243,15421,84203
19013,,380260,299911,7188711,15427,85619
19014,,380280,299784,7701109,15433,86505
19015,,380300,299657,8213507,15439,87392
19016,,380320,299593,8281457,15445,87523
19017,,380340,299555,8158930,15452,87330
19018,,380360,299514,8016827,15458,87100
19019,,380380,299461,7796420,15464,86718
19020,,380400,299408,7576013,15470,86336
19021,,380420,299293,7258809,15463,85707
19022,,380440,299151,6900119,15451,84972
19023,,380460,299054,6535193,15439,84171
19024,,380480,299138,6145323,15426,83106
19025,,380500,299223,5755452,15414,82041
19026,,380520,299326,5588997,15401,81567
19027,,380540,299436,5518291,15389,81345
19028,,380560,299514,5606882,15376,81546
19029,,380580,299460,6332660,15364,83436
19030,,380600,299406,7058438,15352,85326
19031,,380620,299288,7565490,15304,86419
19032,,380640,299144,7978800,15242,87171
19033,,380660,299024,8104271,15180,87350
19034,,380680,299007,7078376,15118,85238
19035,,380700,298989,6052482,15056,83127
19036,,380720,298972,5725616,15020,82455
19037,,380740,298954,5698333,14995,82400
19038,,380760,298943,5769928,14970,82602
19039,,380780,298961,6237037,14945,83831
19040,,380800,298979,6704146,14920,85059
19041,,380820,298858,7175443,14930,86014
19042,,380840,298678,7648536,14955,86852
19043,,380860,298516,8084596,14980,87601
19044,,380880,298425,8372524,15005,87993
19045,,380900,298335,8660453,15030,88385
19046,,380920,298333,8763125,15063,88504
19047,,380940,298370,8786400,15101,88506
19048,,380960,298399,8781768,15138,88470
19049,,380980,298399,8665498,15175,88284
19050,,381000,298399,8549229,15212,88098
19051,,381020,298323,8443104,15258,87911
19052,,381040,298215,8341327,15308,87723
19053,,381060,298060,8228494,15358,87515
19054,,381080,297717,8071437,15408,87225
19055,,381100,297375,7914380,15457,86934
19056,,381120,297298,7682928,15490,86495
19057,,381140,297334,7419593,15514,85991
19058,,381160,297414,7144751,15539,85439
19059,,381180,297666,6823885,15564,84691
19060,,381200,297917,6503019,15589,83943
19061,,381220,298232,6221310,15588,83203
19062,,381240,298575,5956382,15575,82467
19063,,381260,298820,5752598,15563,81906
19064,,381280,298676,5793385,15550,82047
19065,,381300,298533,5834173,15538,82187
19066,,381320,298149,6056221,15517,82812
19067,,381340,297662,6355953,15492,83645
19068,,381360,297258,6688259,15467,84503
19069,,381380,297186,7150867,15442,85461
19070,,381400,297115,7613474,15417,86418
19071,,381420,297068,7754946,15427,86695
19072,,381440,297033,7758789,15452,86680
19073,,381460,296969,7680463,15477,86503
19074,,381480,296789,7273465,15502,85673
19075,,381500,296609,6866467,15527,84844
19076,,381520,296466,6590006,15569,84174
19077,,381540,296339,6369490,15619,83572
19078,,381560,296219,6278440,15668,83280
19079,,381580,296130,6705255,15718,84228
19080,,381600,296041,7132070,15768,85176
19081,,381620,295988,7188602,15800,85296
19082,,381640,295952,7086441,15825,85060
19083,,381660,295966,6921051,15850,84653
19084,,381680,296182,6502744,15875,83564
19085,,381700,296399,6084438,15900,82474
19086,,381720,296376,5707825,15916,81250
19087,,381740,296250,5349080,15928,79968
19088,,381760,296070,5046494,15941,78872
19089,,381780,295673,4968542,15953,78517
19090,,381800,295277,4890590,15966,78163
19091,,381820,295133,5025024,15961,78705
19092,,381840,295098,5250482,15948,79631
19093,,381860,295073,5543055,15936,80697
19094,,381880,295091,6104090,15923,82321
19095,,381900,295109,6665126,15911,83944
19096,,381920,295164,7140431,15898,85042
19097,,381940,295236,7578994,15886,85913
19098,,381960,295319,7983818,15874,86696
19099,,381980,295444,8253686,15861,87126
19100,,382000,295570,8523555,15849,87555
19101,,382020,295634,8288375,15862,87148
19102,,382040,295670,7836747,15887,86382
19103,,382060,295678,7380737,15912,85549
19104,,382080,295569,6907206,15937,84451
19105,,382100,295461,6433674,15962,83354
19106,,382120,295416,6350139,15995,83151
19107,,382140,295399,6433746,16033,83331
19108,,382160,295381,6625749,16070,83725
19109,,382180,295362,7251342,16107,84976
19110,,382200,295343,7876936,16144,86227
19111,,382220,295275,8130247,16173,86694
19112,,382240,295186,8224009,16198,86825
19113,,382260,295150,8222933,16223,86791
19114,,382280,295330,7842505,16248,86091
19115,,382300,295510,7462077,16272,85392
19116,,382320,295589,7068314,16297,84511
19117,,382340,295624,6668837,16322,83553
19118,,382360,295670,6296973,16347,82622
19119,,382380,295761,6035558,16372,81803
19120,,382400,295851,5774144,16397,80984
19121,,382420,295992,5563415,16413,80239
19122,,382440,296155,5374409,16425,79526
19123,,382460,296227,5200696,16438,78856
19124,,382480,295939,5088160,16450,78360
19125,,382500,295650,4975624,16463,77864
19126,,382520,295116,4894636,16458,77507
19127,,382540,294476,4827168,16445,77210
19128,,382560,293947,4769780,16433,76958
19129,,382580,293860,4752708,16420,76893
19130,,382600,293773,4735635,16408,76827
19131,,382620,293999,4818935,16396,77226
19132,,382640,294359,4945250,16383,77823
19133,,382660,294677,5112913,16371,78549
19134,,382680,294827,5445966,16358,79792
19135,,382700,294978,5779019,16346,81036
19136,,382720,294913,6216209,16325,82311
19137,,382740,294757,6698031,16300,83599
19138,,382760,294578,7174219,16275,84803
19139,,382780,294309,7627878,16250,85672
19140,,382800,294039,8081538,16225,86540
19141,,382820,293988,7892619,16231,86181
19142,,382840,294030,7428310,16249,85295
19143,,382860,294097,7016986,16268,84488
19144,,382880,294263,6817604,16287,84001
19145,,382900,294429,6618223,16305,83513
19146,,382920,294615,6654783,16324,83586
19147,,382940,294809,6792462,16343,83900
19148,,382960,295018,6915407,16361,84176
19149,,382980,295289,6979416,16380,84302
19150,,383000,295559,7043424,16399,84428
19151,,383020,295719,7059207,16439,84425
19152,,383040,295832,7054321,16489,84367
19153,,383060,295870,7037282,16538,84282
19154,,383080,295604,6971626,16588,84084
19155,,383100,295338,6905971,16638,83886
19156,,383120,295130,6808382,16722,83566
19157,,383140,294946,6697108,16822,83193
19158,,383160,294832,6675699,16921,83032
19159,,383180,294993,7013748,17021,83718
19160,,383200,295154,7351796,17120,84405
19161,,383220,295202,7539941,17193,84745
19162,,383240,295202,7663841,17255,84937
19163,,383260,295166,7709009,17318,84966
19164,,383280,294986,7439251,17380,84340
19165,,383300,294806,7169493,17442,83714
19166,,383320,294664,6870030,17469,82946
19167,,383340,294538,6557837,17482,82118
19168,,383360,294463,6272017,17494,81338
19169,,383380,294589,6091684,17507,80753
19170,,383400,294715,5911351,17519,80168
19171,,383420,294752,5911933,17514,80182
19172,,383440,294752,5990049,17502,80454
19173,,383460,294792,6089916,17489,80785
19174,,383480,294991,6276782,17477,81352
19175,,383500,295190,6463647,17464,81919
19176,,383520,295375,6693167,17457,82527
19177,,383540,295555,6940967,17452,83154
19178,,383560,295678,7169048,17447,83720
19179,,383580,295569,7318255,17442,84050
19180,,383600,295461,7467462,17437,84379
19181,,383620,295265,7487746,17432,84429
19182,,383640,295031,7452777,17427,84361
19183,,383660,294811,7397508,17422,84246
19184,,383680,294649,7261037,17417,83949
19185,,383700,294486,7124566,17412,83651
19186,,383720,294299,6959697,17407,83258
19187,,383740,294102,6782658,17402,82825
19188,,383760,293955,6615950,17397,82410
19189,,383780,294009,6490568,17392,82068
19190,,383800,294063,6365186,17387,81726
19191,,383820,294267,6200032,17382,81229
19192,,383840,294537,6017833,17378,80664
19193,,383860,294752,5856889,17373,80161
19194,,383880,294752,5780968,17368,79902
19195,,383900,294752,5705047,17363,79644
19196,,383920,294740,5584051,17358,79194
19197,,383940,294722,5443737,17353,78662
19198,,383960,294694,5309429,17348,78144
19199,,383980,294622,5199143,17343,77675
19200,,384000,294550,5088857,17338,77207
19201,,384020,294365,5091278,17319,77246
19202,,384040,294131,5142002,17294,77503
19203,,384060,293933,5242494,17269,77939
19204,,384080,293879,5542061,17244,79093
19205,,384100,293825,5841627,17219,80247
19206,,384120,293909,6252479,17203,81481
19207,,384140,294052,6711024,17191,82750
19208,,384160,294193,7154792,17178,83923
19209,,384180,294320,7539447,17166,84710
19210,,384200,294447,7924102,17154,85497
19211,,384220,294547,7993540,17159,85643
19212,,384240,294637,7927884,17171,85513
19213,,384260,294694,7778205,17183,85194
19214,,384280,294622,7292432,17196,84118
19215,,384300,294550,6806658,17208,83041
19216,,384320,294441,6839382,17238,83117
19217,,384340,294315,7094318,17275,83686
19218,,384360,294185,7322082,17313,84185
19219,,384380,294041,7441150,17350,84401
19220,,384400,293896,7560219,17387,84617
19221,,384420,293916,7318688,17433,84003
19222,,384440,294007,6922615,17483,83034
19223,,384460,294090,6548840,17533,82077
19224,,384480,294144,6264260,17582,81164
19225,,384500,294198,5979680,17632,80251
19226,,384520,294264,5971736,17656,80219
19227,,384540,294336,6082352,17668,80564
19228,,384560,294397,6254286,17680,81060
19229,,384580,294415,6671494,17693,82156
19230,,384600,294432,7088702,17705,83253
19231,,384620,294375,7512367,17718,84167
19232,,384640,294286,7938797,17730,85002
19233,,384660,294207,8189386,17743,85487
19234,,384680,294170,7736605,17755,84567
19235,,384700,294134,7283824,17767,83648
19236,,384720,294275,6944326,17797,82818
19237,,384740,294491,6653378,17835,82025
19238,,384760,294671,6417051,17872,81373
19239,,384780,294706,6399210,17909,81282
19240,,384800,294742,6381370,17946,81191
19241,,384820,294740,6675556,17984,81898
19242,,384840,294722,7103469,18021,82947
19243,,384860,294672,7520019,18058,83924
19244,,384880,294492,7891115,18096,84613
19245,,384900,294312,8262211,18133,85302
19246,,384920,294158,8359744,18157,85474
19247,,384940,294014,8340037,18176,85424
19248,,384960,293900,8304728,18194,85347
19249,,384980,293900,8207013,18213,85154
19250,,385000,293900,8109299,18232,84962
19251,,385020,294012,8036523,18250,84811
19252,,385040,294174,7974436,18269,84677
19253,,385060,294281,7919090,18288,84555
19254,,385080,294174,7890709,18306,84484
19255,,385100,294067,7862328,18325,84412
19256,,385120,294123,7843938,18374,84334
19257,,385140,294249,7829830,18436,84252
19258,,385160,294342,7815447,18498,84170
19259,,385180,294306,7799966,18560,84085
19260,,385200,294269,7784485,18622,84000
19261,,385220,294233,7755863,18676,83895
19262,,385240,294196,7721608,18726,83780
19263,,385260,294149,7686441,18775,83663
19264,,385280,294060,7647630,18825,83536
19265,,385300,293971,7608819,18875,83409
19266,,385320,293982,7563052,18907,83279
19267,,385340,294036,7514305,18932,83149
19268,,385360,294068,7460715,18957,83006
19269,,385380,294014,7387759,18982,82813
19270,,385400,293960,7314802,19007,82621
19271,,385420,293830,7226782,19005,82408
19272,,385440,293668,7132306,18993,82186
19273,,385460,293542,7037753,18980,81961
19274,,385480,293560,6942894,18968,81723
19275,,385500,293579,6848034,18956,81485
19276,,385520,293610,6752674,18934,81243
19277,,385540,293645,6657100,18910,80998
19278,,385560,293662,6556388,18885,80733
19279,,385580,293608,6435124,18860,80389
19280,,385600,293554,6313858,18835,80045
19281,,385620,293740,6215688,18819,79746
19282,,385640,294028,6127416,18806,79468
19283,,385660,294237,6066173,18794,79279
19284,,385680,294128,6113055,18782,79450
19285,,385700,294020,6159936,18769,79621
19286,,385720,293914,6377087,18783,80254
19287,,385740,293808,6667212,18808,81085
19288,,385760,293715,6973772,18833,81918
19289,,385780,293674,7346076,18857,82765
19290,,385800,293633,7718380,18882,83612
19291,,385820,293572,7815007,18933,83797
19292,,385840,293504,7793488,18995,83699
19293,,385860,293494,7697530,19057,83418
19294,,385880,293716,7303817,19120,82407
19295,,385900,293939,6910104,19182,81397
19296,,385920,294062,6753294,19244,80940
19297,,385940,294143,6698014,19306,80720
19298,,385960,294224,6653790,19368,80532
19299,,385980,294301,6653790,19430,80470
19300,,386000,294379,6653790,19492,80407
19301,,386020,294490,6866753,19546,80921
19302,,386040,294614,7170986,19596,81680
19303,,386060,294687,7413582,19645,82277
19304,,386080,294553,7409629,19695,82223
19305,,386100,294419,7405676,19745,82169
19306,,386120,294464,7230916,19742,81713
19307,,386140,294585,6982951,19717,81085
19308,,386160,294687,6714269,19692,80357
19309,,386180,294711,6362716,19668,79230
19310,,386200,294736,6011163,19643,78102
19311,,386220,294501,5725627,19601,77047
19312,,386240,294154,5468385,19551,76023
19313,,386260,293864,5221728,19501,75005
19314,,386280,293804,5017405,19451,74009
19315,,386300,293744,4813083,19402,73013
19316,,386320,293696,5604483,19352,75728
19317,,386340,293654,6822622,19302,80033
19318,,386360,293629,7869025,19253,83622
19319,,386380,293671,8228482,19203,84343
19320,,386400,293713,8587941,19153,85064
19321,,386420,293735,7955557,19112,83509
19322,,386440,293748,6898098,19075,80979
19323,,386460,293785,6066536,19038,79011
19324,,386480,293918,6138560,19000,79294
19325,,386500,294051,6210583,18963,79577
19326,,386520,294085,6592867,18978,80614
19327,,386540,294077,7108119,19015,81975
19328,,386560,294056,7539238,19052,83098
19329,,386580,293988,7633824,19090,83272
19330,,386600,293920,7728410,19127,83446
19331,,386620,293900,7500668,19173,82847
19332,,386640,293900,7134788,19223,81916
19333,,386660,293877,6833266,19272,81137
19334,,386680,293765,6789185,19322,80964
19335,,386700,293654,6745104,19372,80791
19336,,386720,293455,6780490,19413,80850
19337,,386740,293218,6849933,19450,81007
19338,,386760,293020,6891390,19487,81087
19339,,386780,292974,6820904,19525,80852
19340,,386800,292928,6750418,19562,80617
19341,,386820,293094,6665137,19595,80333
19342,,386840,293350,6573516,19626,80026
19343,,386860,293538,6488866,19657,79739
19344,,386880,293452,6432104,19688,79526
19345,,386900,293367,6375342,19719,79312
19346,,386920,293362,6327533,19750,79123
19347,,386940,293393,6283561,19781,78944
19348,,386960,293449,6244146,19812,78779
19349,,386980,293608,6222956,19843,78673
19350,,387000,293767,6201767,19875,78567
19351,,387020,293760,6199214,19936,78492
19352,,387040,293682,6204648,20011,78431
19353,,387060,293618,6211137,20085,78373
19354,,387080,293605,6221842,20160,78330
19355,,387100,293592,6232546,20234,78287
19356,,387120,293495,6229725,20326,78178
19357,,387140,293362,6221106,20426,78041
19358,,387160,293257,6208359,20525,77889
19359,,387180,293265,6179100,20625,77675
19360,,387200,293274,6149840,20724,77462
19361,,387220,293480,6127998,20815,77283
19362,,387240,293772,6109333,20902,77118
19363,,387260,293999,6129963,20989,77093
19364,,387280,293969,6307771,21076,77630
19365,,387300,293938,6485578,21163,78167
19366,,387320,293974,6603248,21215,78508
19367,,387340,294039,6695143,21252,78766
19368,,387360,294078,6878429,21289,79249
19369,,387380,294013,7427278,21327,80636
19370,,387400,293948,7976127,21364,82023
19371,,387420,293819,8364428,21384,82872
19372,,387440,293661,8683922,21396,83491
19373,,387460,293494,8781361,21409,83619
19374,,387480,293292,7990586,21421,81788
19375,,387500,293090,7199812,21434,79957
19376,,387520,292919,6722487,21446,78589
19377,,387540,292761,6379498,21458,77418
19378,,387560,292639,6114427,21471,76514
19379,,387580,292661,6161034,21483,76677
19380,,387600,292682,6207640,21496,76840
19381,,387620,292595,6270386,21517,77047
19382,,387640,292462,6340049,21542,77273
19383,,387660,292357,6408351,21567,77491
19384,,387680,292366,6471207,21591,77682
19385,,387700,292374,6534062,21616,77873
19386,,387720,292464,6581086,21711,77937
19387,,387740,292588,6621325,21835,77945
19388,,387760,292728,6659247,21959,77946
19389,,387780,292929,6687902,22084,77916
19390,,387800,293131,6716558,22208,77887
19391,,387820,293146,6733647,22332,77819
19392,,387840,293081,6745779,22456,77736
19393,,387860,292975,6746394,22581,77614
19394,,387880,292706,6700940,22705,77336
19395,,387900,292437,6655486,22829,77058
19396,,387920,292284,6604807,22893,76817
19397,,387940,292182,6551887,22930,76591
19398,,387960,292100,6507235,22967,76395
19399,,387980,292100,6495652,23004,76314
19400,,388000,292100,6484069,23042,76234
19401,,388020,292373,6493236,23066,76242
19402,,388040,292764,6511297,23085,76289
19403,,388060,293135,6530236,23103,76339
19404,,388080,293430,6552688,23122,76400
19405,,388100,293726,6575141,23140,76462
19406,,388120,293760,6595364,23159,76515
19407,,388140,293682,6614633,23178,76565
19408,,388160,293595,6635087,23196,76618
19409,,388180,293471,6660284,23215,76688
19410,,388200,293346,6685481,23234,76757
19411,,388220,293285,6713830,23300,76789
19412,,388240,293251,6743528,23387,76805
19413,,388260,293357,6774391,23474,76825
19414,,388280,294026,6809908,23561,76860
19415,,388300,294696,6845426,23648,76896
19416,,388320,294945,6867955,23753,76870
19417,,388340,295014,6884918,23864,76818
19418,,388360,295007,6893701,23976,76739
19419,,388380,294693,6869767,24088,76548
19420,,388400,294379,6845832,24200,76358
19421,,388420,294240,6792040,24294,76074
19422,,388440,294175,6725451,24381,75750
19423,,388460,294169,6653241,24468,75401
19424,,388480,294400,6558546,24555,74950
19425,,388500,294630,6463851,24642,74499
19426,,388520,294709,6386601,24703,74126
19427,,388540,294723,6316829,24753,73787
19428,,388560,294699,6251985,24803,73467
19429,,388580,294519,6206861,24852,73218
19430,,388600,294339,6161736,24902,72970
19431,,388620,294078,6143088,24934,72854
19432,,388640,293783,6135787,24959,72794
19433,,388660,293544,6133778,24984,72758
19434,,388680,293530,6152937,25009,72816
19435,,388700,293516,6172095,25034,72874
19436,,388720,293758,6190985,25067,72920
19437,,388740,294111,6209759,25105,72962
19438,,388760,294357,6228182,25142,73002
19439,,388780,294173,6245200,25179,73035
19440,,388800,293990,6262218,25216,73069
19441,,388820,293678,6284730,25254,73125
19442,,388840,293311,6309599,25291,73192
19443,,388860,293079,6334247,25328,73257
19444,,388880,293384,6358017,25366,73318
19445,,388900,293690,6381787,25403,73378
19446,,388920,293820,6413741,25449,73462
19447,,388940,293874,6449204,25499,73557
19448,,388960,293886,6485106,25548,73652
19449,,388980,293731,6522765,25598,73753
19450,,389000,293576,6560423,25648,73853
19451,,389020,293547,6590627,25706,73914
19452,,389040,293573,6617636,25768,73957
19453,,389060,293589,6641999,25830,73991
19454,,389080,293563,6655777,25893,73982
19455,,389100,293537,6669556,25955,73974
19456,,389120,293829,6666503,26008,73908
19457,,389140,294257,6656238,26058,73818
19458,,389160,294640,6637771,26108,73694
19459,,389180,294842,6586499,26157,73437
19460,,389200,295045,6535226,26207,73179
19461,,389220,295001,6460936,26257,72814
19462,,389240,294853,6376780,26306,72402
19463,,389260,294733,6295885,26356,72001
19464,,389280,294726,6228034,26406,71638
19465,,389300,294719,6160183,26456,71275
19466,,389320,294659,6128915,26523,71057
19467,,389340,294577,6113324,26597,70902
19468,,389360,294464,6101334,26672,70764
19469,,389380,294226,6103750,26746,70694
19470,,389400,293988,6106166,26821,70623
19471,,389420,293809,6094248,26852,70532
19472,,389440,293653,6076187,26864,70430
19473,,389460,293557,6058774,26877,70332
19474,,389480,293698,6043952,26889,70245
19475,,389500,293840,6029130,26902,70158
19476,,389520,294030,6050161,26897,70266
19477,,389540,294242,6086557,26884,70458
19478,,389560,294413,6122810,26872,70647
19479,,389580,294420,6158492,26859,70830
19480,,389600,294427,6194174,26847,71012
19481,,389620,294326,6220826,26861,71122
19482,,389640,294179,6243608,26885,71201
19483,,389660,294186,6262723,26910,71262
19484,,389680,294812,6267169,26935,71256
19485,,389700,295438,6271616,26960,71250
19486,,389720,295818,6249355,26985,71120
19487,,389740,296092,6215649,27010,70936
19488,,389760,296309,6187082,27035,70777
19489,,389780,296302,6179067,27059,70712
19490,,389800,296295,6171052,27084,70647
19491,,389820,296073,6206229,27127,70766
19492,,389840,295759,6259917,27176,70963
19493,,389860,295458,6316867,27226,71173
19494,,389880,295206,6386859,27276,71434
19495,,389900,294954,6456851,27325,71694
19496,,389920,294937,6488032,27358,71799
19497,,389940,295021,6502579,27383,71836
19498,,389960,295158,6505368,27407,71822
19499,,389980,295511,6461122,27432,71602
19500,,390000,295864,6416876,27457,71382
19501,,390020,296083,6369287,27473,71150
19502,,390040,296244,6320265,27486,70913
19503,,390060,296396,6275129,27498,70692
19504,,390080,296511,6245540,27511,70539
19505,,390100,296626,6215951,27523,70386
19506,,390120,296666,6224021,27579,70365
19507,,390140,296673,6248230,27654,70400
19508,,390160,296695,6278698,27728,70464
19509,,390180,296779,6334197,27803,70642
19510,,390200,296862,6389697,27877,70820
19511,,390220,296973,6451998,27952,71023
19512,,390240,297095,6517214,28026,71236
19513,,390260,297222,6576371,28101,71422
19514,,390280,297370,6611284,28175,71497
19515,,390300,297517,6646198,28250,71572
19516,,390320,297566,6658632,28290,71585
19517,,390340,297573,6661432,28315,71572
19518,,390360,297595,6662376,28339,71551
19519,,390380,297678,6655898,28364,71499
19520,,390400,297762,6649420,28389,71446
19521,,390420,298115,6643980,28414,71398
19522,,390440,298583,6638985,28439,71351
19523,,390460,298991,6632737,28464,71299
19524,,390480,299161,6621484,28489,71225
19525,,390500,299330,6610230,28513,71151
19526,,390520,299277,6601128,28538,71086
19527,,390540,299129,6592949,28563,71025
19528,,390560,298928,6586021,28588,70969
19529,,390580,298518,6584100,28613,70936
19530,,390600,298107,6582178,28638,70902
19531,,390620,297768,6579719,28697,70830
19532,,390640,297458,6577029,28772,70743
19533,,390660,297209,6573395,28847,70650
19534,,390680,297202,6565984,28921,70541
19535,,390700,297195,6558573,28996,70432
19536,,390720,297296,6553122,29053,70349
19537,,390740,297443,6548511,29103,70277
19538,,390760,297608,6542824,29152,70201
